パッチバージョン,変更対象,変更概要,変更部分,変更前,変更後
patch13.20,スマイト,霊者の鎌,攻撃力,：5,6
patch13.20,スマイト,霊者の鎌,体力,：10,25
patch13.20,スマイト,スペルシーフ エッジ,魔力,：8,10
patch13.20,スマイト,スペルシーフ エッジ,体力,：10,25
patch13.20,スマイト,水走り,アダプティブフォース,：5～30（チャンピオンレベルに応じて）,13～30（チャンピオンレベルに応じて）
patch13.20,スマイト,水走り,移動速度,：25,10
patch13.20,スマイト,征服者,スタックごとの攻撃力,：増加攻撃力1.2～2.7（チャンピオンレベルに応じて）,増加攻撃力1.08～2.4（チャンピオンレベルに応じて）
patch13.20,スマイト,征服者,スタックごとの増加魔力,：魔力2～4.5（チャンピオンレベルに応じて）,魔力1.8～2.4（チャンピオンレベルに応じて）
patch13.20,スマイト,征服者,最大スタック時の攻撃力,：増加攻撃力14.4～32.4（チャンピオンレベルに応じて）,増加攻撃力12.96～28.8（チャンピオンレベルに応じて）
patch13.20,スマイト,征服者,最大スタック時の魔力,：増加魔力24～54（チャンピオンレベルに応じて）,増加魔力21.6～48（チャンピオンレベルに応じて）
patch13.20,スマイト,リーサルテンポ,スタックごとの攻撃速度（近接）,：10～15%,9～13.5%
patch13.20,スマイト,リーサルテンポ,スタックごとの攻撃速度（遠隔）,：4～9%,3.6～8%
patch13.20,スマイト,電撃,ダメージ,：30～180（チャンピオンレベルに応じて）（+増加攻撃力の40%）（+魔力の25%）,30～220（チャンピオンレベルに応じて）（+増加攻撃力の10%）（+魔力の5%）
patch13.20,スマイト,魂の収穫,アダプティブダメージ,：20～60（チャンピオンレベルに応じて）（+魂ごとに5）（+増加攻撃力の25%）（+魔力の15%）,20～80（チャンピオンレベルに応じて）（+魂ごとに5）（+増加攻撃力の10%）（+魔力の5%）
patch13.20,スマイト,秘儀の彗星,アダプティブダメージ,：30～100（チャンピオンレベルに応じて）（+増加攻撃力の35%）（+魔力の20%）,30～130（チャンピオンレベルに応じて）（+増加攻撃力の10%）（+魔力の5%）
patch13.20,スマイト,エアリー召喚,アダプティブダメージ,：10～40（チャンピオンレベルに応じて）（+増加攻撃力の15%）（+魔力の10%）,10～50（チャンピオンレベルに応じて）（+増加攻撃力の10%）（+魔力の5%）
patch13.20,スマイト,エアリー召喚,シールド量,：30～75（チャンピオンレベルに応じて）（+増加攻撃力の35%）（+魔力の22.5%）,30～100（チャンピオンレベルに応じて）（+増加攻撃力の10%）（+魔力の5%）
patch13.20,スマイト,フリートフットワーク,体力回復量,：10～100（チャンピオンレベルに応じて）（+増加攻撃力の30%）（+魔力の20%）,10～130（チャンピオンレベルに応じて）（+増加攻撃力の10%）（+魔力の5%）
patch13.20,スマイト,ファーストストライク,追加確定ダメージ,：9%,8%
patch13.20,スマイト,血の味わい,体力回復量,：16～30（チャンピオンレベルに応じて）（+増加攻撃力の15%）（+魔力の8%）,16～40（チャンピオンレベルに応じて）（+増加攻撃力の10%）（+魔力の5%）
patch13.20,スマイト,プレスアタック,無防備状態でのダメージ,：8～12%,8%
patch13.21,スマイト,みんなにジャングルペット！,,アップグレードに必要なスタック数：‎20,10でステージ2、40 ⇒ 20でステージ3
patch13.21,スマイト,みんなにジャングルペット！,,,コンパニオンを最大までアップグレード後に、ボーナスのおやつを入手できないよう変更
patch13.21,スマイト,発生イベントの変更,,,お宝ティーモ
patch13.21,スマイト,発生イベントの変更,,,お宝ベイガー
patch13.21,スマイト,発生イベントの変更,,,バードルロイヤルの全バージョン
patch13.21,スマイト,発生イベントの変更,,,キング・オブ・ザ・ヒル
patch13.21,スマイト,発生イベントの変更,,,DPSレース
patch13.21,スマイト,発生イベントの変更,イベントのバグ修正,,イベントのバグ修正：「決闘」と「アーフ・デスマッチ」において、各ラウンドの開始時および終了時にスキルのクールダウンが正しくリセットされるよう修正
patch13.21,スマイト,チャンピオン,,,炎の輪が発生するイベント（バードルロイヤル、アーフ・デスマッチ、決闘）の最中は、悪党をキルするとチームメイトが最大体力の30%を得て、倒された場所で復活
patch13.21,スマイト,アクシャン,,,炎の輪が発生するイベント（バードルロイヤル、アーフ・デスマッチ、決闘）の最中は、悪党をキルするとチームメイトが最大体力の30%を得て、倒された場所で復活
patch13.21,スマイト,ベル＝ヴェス,,,敵のジャングルガーディアンが、強化された「ヴォイドコーラル」をドロップするように
patch13.21,スマイト,アイバーン,,,今回のネクサスブリッツではアイバーンが参戦します。ただ残念ながら、アイバーンの固有スキル「モリノトモダチ」は無効化されています。
patch13.21,スマイト,アイテムの調整,‎「ライフライン」発動クールダウン,‎：‎120秒,60秒
patch13.21,スマイト,アイテムの調整,‎「スペクトラル カトラス」発動クールダウン,‎：‎60秒,45秒
patch13.21,スマイト,アイテムの調整,心身統御のペンダント,,心身統御のペンダント‎：スキル使用後、3秒かけて減少体力の3.8%、減少マナの3%を回復
patch13.21,スマイト,ジャングルモンスターの調整,スカトルクラブの体力,‎：‎2800～9520,3400～11560
patch13.21,スマイト,ジャングルモンスターの調整,古のクルーグの体力,‎：‎1300～3055,1650～3878
patch13.21,スマイト,ジャングルモンスターの調整,クルーグの体力,‎600～1410,900～2115
patch13.21,スマイト,ジャングルモンスターの調整,ミニクルーグの体力,‎：‎50～118,80～188
patch13.21,スマイト,ジャングルモンスターの調整,グレート・マークウルフの体力,‎：‎2000～4700,2400～5640
patch13.21,スマイト,ジャングルモンスターの調整,マークウルフの体力,‎：‎600～1410,800～1880
patch13.21,スマイト,ジャングルモンスターの調整,グロンプの体力,‎：‎2000～4700,2400～5640
patch13.21,スマイト,ジャングルモンスターの調整,クリムゾン・ラプターの体力,‎：‎1250～2937,1600～3760
patch13.21,スマイト,ジャングルモンスターの調整,ラプターの体力,‎：‎500～1175,700～1645
patch13.21,スマイト,ジャングルモンスターの調整,レッドブランブルバックの体力,‎：‎4000～10800,4600～12420
patch13.21,スマイト,ジャングルモンスターの調整,ブルーセンチネルの体力,‎：‎3000～8100,3500～9450
patch13.21,スマイト,ジャングルモンスターの調整,ジャングルガーディアンの体力,‎：‎3775～5521,4500～6584
patch13.21,スマイト,ジャングルモンスターの調整,ジャングルガーディアンの攻撃力,‎：‎40～95,40～105
patch13.21,スマイト,ジャングルモンスターの調整,リフトヘラルドの体力,‎：‎7500～15000,8400～16800
patch13.21,オレリオン・ソル,Q - 星炎の息吹,毎秒魔法ダメージ,‎：‎15/25/35/45/55（+30～80（チャンピオンレベルに応じて））（+魔力の60%）,45/60/75/90/105（+魔力の55%）
patch13.21,オレリオン・ソル,Q - 星炎の息吹,爆発の魔法ダメージ,‎：‎40/50/60/70/80（+20～30（チャンピオンレベルに応じて））（+魔力の35%）（+星屑1つにつき対象の最大体力の3.1%）,60/70/80/90/100（+魔力の35%）（+星屑1つにつき対象の最大体力の3.1%）
patch13.21,ベル＝ヴェス,E - ロイヤルストーム,クールダウン,‎：‎24/22.5/21/19.5/18秒,20/19/18/17/16秒
patch13.21,ブランド,基本ステータス,チャンピオンレベル1での攻撃速度,‎：‎0.625,0.681
patch13.21,ブランド,基本ステータス,レベルアップごとの攻撃速度,‎：‎1.36%,2%
patch13.21,ブランド,基本ステータス,基本物理防御,‎：‎22,27
patch13.21,ブランド,基本ステータス,レベルアップごとの物理防御,‎：‎4.7,4.2
patch13.21,ブランド,基本ステータス,基本体力,‎：‎590,570
patch13.21,ブランド,基本ステータス,レベルアップごとの体力,‎：‎102,105
patch13.21,ブランド,固有スキル - 炎上,モンスターへのダメージ補正,‎：‎120%,220%
patch13.21,ブランド,固有スキル - 炎上,ティックごとのモンスターへの最大ダメージ,,ティックごとのモンスターへの最大ダメージ‎：‎80‏‎（注：変更なし）‎
patch13.21,ブランド,E - 焼灼,魔法ダメージ,‎：‎70/95/120/145/170（+魔力の55%）,65/90/115/140/165（+魔力の55%）
patch13.21,ブライアー,基本ステータス,レベルアップごとの攻撃速度,‎：‎2.3%,2.0%
patch13.21,ブライアー,固有スキル - 真紅の呪い,出血中の対象が倒された際の体力回復量,‎：残り出血ダメージの100%,残り出血ダメージの125%
patch13.21,ブライアー,W - 衝動噛み,再発動時の追加物理ダメージ,‎：‎5/20/35/50/65（+攻撃力の5%）（+対象の減少体力の10%（+増加攻撃力100ごとに4%））,5/20/35/50/65（+攻撃力の5%）（+対象の減少体力の10%（+増加攻撃力100ごとに3.5%）‎‎）
patch13.21,ケイトリン,固有スキル - ヘッドショット,追加物理ダメージ,‎：‎60/90/120%（+（クリティカル率の81.25%） * （クリティカルダメージの100%））,60/90/120%（+（クリティカル率の85%）* （クリティカルダメージの100%））
patch13.21,ケイトリン,R - ブルズアイ,クールダウン,‎：‎90/75/60秒,スキルレベルにかかわらず90秒
patch13.21,ケイトリン,R - ブルズアイ,物理ダメージ,‎：‎300/525/750（+増加攻撃力の200%）,300/500/700（+増加攻撃力の170%）
patch13.21,ケイトリン,R - ブルズアイ,クリティカル率による追加ダメージ,‎：‎0～35%,0～50%
patch13.21,ドクター・ムンド,E - 野蛮な痛み,自動効果の増加攻撃力,‎：最大体力の2/2.5/3/3.5/4%,最大体力の2/2.25/2.5/2.75/3%
patch13.21,ドクター・ムンド,E - 野蛮な痛み,減少体力に応じた増加攻撃力,‎：‎0～60%,0～40%
patch13.21,ヘカリム,基本ステータス,レベルアップごとの攻撃力,‎：‎3.2,3.7
patch13.21,ヘカリム,W - ソウルドレイン,効果時間,‎：‎4秒,5秒
patch13.21,ジンクス,固有スキル - 超エキサイティン！,‎「超エキサイティン！」のスタック,‎：チャンピオンのキルまたはアシスト、エピックモンスターのキル、建造物の破壊のすべてが「超エキサイティン！」のスタックを付与し、バフをリフレッシュする,エピックモンスターのキルおよび建造物の破壊は「超エキサイティン！」の最初のスタックを付与し、バフをリフレッシュするが、チャンピオンからキルまたはアシストを獲得することでしかスタックが増加しないように
patch13.21,ジンクス,固有スキル - 超エキサイティン！,スタックの上限,,NEWスタックの上限‎：‎「超エキサイティン！」のスタック上限が5に
patch13.21,カ・サンテ,固有スキル - 不屈の本能,オールアウト形態での追加ダメージ,‎：‎35%,45/60/75%（チャンピオンレベル6/11/16）
patch13.21,カ・サンテ,Q - 破撃のエントーフォ,最短詠唱時間に必要な増加体力,‎：‎1800,1200
patch13.21,カ・サンテ,Q - 破撃のエントーフォ,ツールチップのアップデート,,ツールチップのアップデート‎：ツールチップにクールダウンおよび詠唱時間の短縮に必要な防御力/体力が常に表示されるようにし、オールアウト形態のツールチップを更新して簡略化
patch13.21,カ・サンテ,W - 切り開く猛進,ダッシュの中断,,ダッシュの中断‎：詠唱を開始しても、「W - 切り開く猛進」がEのダッシュを中断しないように
patch13.21,カ・サンテ,W - 切り開く猛進,最大詠唱時間,‎：‎1.0秒,1.5秒（注：これは通常形態およびオールアウト形態での「W - 切り開く猛進」に影響します）‎
patch13.21,カ・サンテ,W - 切り開く猛進,ツールチップのアップデート,,ツールチップのアップデート‎：オールアウト形態のツールチップを更新して簡略化
patch13.21,カ・サンテ,R - オールアウト,体力回復量,‎：チャンピオンに与えた物理ダメージと確定ダメージに基づいて計算,チャンピオンに与えた全ダメージに基づいて計算
patch13.21,カ・サンテ,R - オールアウト,Q + Eの通常攻撃モーションキャンセル,‎：‎0.1秒,即時
patch13.21,カ・サンテ,バグ修正,,,Qの3度目の発動で「フラッシュ」できることがあった不具合を修正
patch13.21,カ・サンテ,バグ修正,,,チャームまたはフィアー効果を受けるとWのチャージが中断されていた不具合を修正
patch13.21,カ・サンテ,バグ修正,,,左クリックでオールアウト形態のWをキャンセルできていた不具合を修正
patch13.21,カ・サンテ,バグ修正,,,Wを二重発動できることがあった不具合を修正
patch13.21,カ・サンテ,バグ修正,,,Rの攻撃力増加と防御力低下が、オールアウト中にリアルタイムで更新されていなかった不具合を修正
patch13.21,カ・サンテ,バグ修正,,,Rの体力回復効果がシールドに与えたダメージでは適用されなかった不具合を修正
patch13.21,ルブラン,W - ディストーション,魔法ダメージ,‎：‎75/115/155/195/235（+魔力の65%）,75/115/155/195/235（+魔力の75%）‎
patch13.21,ルブラン,E - エーテルチェイン,捕捉完了時のダメージ,‎：‎80/120/160/200/240（+魔力の70%）,80/120/160/200/240（+魔力の80%）‎
patch13.21,マスター・イー,E - ウージュースタイル,クールダウン,‎：‎18秒,14秒
patch13.21,モルガナ,W - 苦悶の影,毎秒魔法ダメージ,‎：‎12/22/32/42/52（+魔力の17%）,12/23/34/45/56（+魔力の17%）
patch13.21,モルガナ,W - 苦悶の影,モンスターに対するダメージ補正,‎：‎165%,170%
patch13.21,ラムス,Q - ころころ,魔法ダメージ,‎：‎100/125/150/175/200（+魔力の100%）,80/110/140/170/200（+魔力の100%）
patch13.21,ラムス,W - かたくなる,増加物理防御,‎：‎35（+合計物理防御の40/50/60/70/80%）,30（+合計物理防御の35/45/55/65/75%）
patch13.21,セラフィーン,基本ステータス,基本マナ自動回復,‎：‎8,11.5
patch13.21,セラフィーン,基本ステータス,レベルアップごとのマナ自動回復,‎：‎1,0.4
patch13.21,セラフィーン,基本ステータス,基本マナ,‎：‎440,360
patch13.21,セラフィーン,基本ステータス,レベルアップごとのマナ,‎：‎40,50
patch13.21,セラフィーン,基本ステータス,基本物理防御,‎：‎19,26
patch13.21,セラフィーン,基本ステータス,レベルアップごとの体力,‎：‎104,90
patch13.21,セラフィーン,基本ステータス,レベルアップごとの攻撃速度,‎：‎1%,2%
patch13.21,セラフィーン,Q - ハイノート,クールダウン,‎：‎10/8.75/7.5/6.25/5秒,9/8/7/6/5秒
patch13.21,セラフィーン,Q - ハイノート,ダメージ,‎：‎55/70/85/100/115（+魔力の45/50/55/60/65%）,55/80/105/130/155（+魔力の50%）
patch13.21,セラフィーン,W - サラウンドサウンド,マナコスト,‎：‎50/60/70/80/90,80/85/90/95/100
patch13.21,セラフィーン,W - サラウンドサウンド,クールダウン,‎：‎28/26/24/22/20,28/25/22/19/16
patch13.21,セラフィーン,W - サラウンドサウンド,シールド量,‎：‎50/70/90/110/130（+魔力の25%）,50/75/100/125/150（+魔力の25%）
patch13.21,セラフィーン,W - サラウンドサウンド,減少体力に対する回復率,‎：‎5/5.5/6/6.5/7%（+魔力100ごとに0.4%）,3/3.5/4/4.5/5%
patch13.21,セラフィーン,E - ビートドロップ,マナコスト,‎：‎60/70/80/90/100,60/65/70/75/80
patch13.21,セラフィーン,E - ビートドロップ,魔法ダメージ,‎：‎60/80/100/120/140（+魔力の35%）,60/95/130/165/200（+魔力の35%）
patch13.21,タム・ケンチ,固有スキル - 舌慣らし,追加魔法ダメージ,‎：‎8～60（チャンピオンレベルに応じて）（+増加体力100ごとに魔力の2%）（+増加体力の3%）,6～48（チャンピオンレベルに応じて）（+増加体力100ごとに魔力の2%）（+増加体力の5%）
patch13.21,タム・ケンチ,W - 川潜り,チャンピオン命中時のクールダウン短縮率,‎：‎40%,40/42.5/45/47.5/50%
patch13.21,ヴァルス,W - 枯死の矢筒,魔法ダメージ,‎：‎7/12/17/22/27（+魔力の35%）,7/13/19/25/31（+魔力の35%）
patch13.21,ヴァルス,E - 滅びの矢雨,スロウ効果,‎：‎25/30/35/40/45%,30/35/40/45/50%
patch13.21,ザイラ,基本ステータス,チャンピオンレベル1での攻撃速度,‎：‎0.625,0.681（注：攻撃速度反映率は変更なし）
patch13.21,ザイラ,固有スキル - 茨の楽園,植物の魔法ダメージ,‎：‎20～100（チャンピオンレベルに応じて）（+魔力の15%）,20～88（チャンピオンレベルに応じて）（+魔力の18%）
patch13.21,ザイラ,Q - 死華の棘,魔法ダメージ,‎：‎60/95/130/165/200（+魔力の60%）,60/100/140/180/220（+魔力の65%）
patch13.21,ザイラ,E - 捕縛の根,魔法ダメージ,‎：‎60/105/150/195/240（+魔力の50%）,60/95/130/165/200（+魔力の60%）
patch13.22,ブランド,固有スキル - 炎上,モンスターに対する補正,‎：‎220%,230%
patch13.22,ブランド,E - 焼灼,ダメージ,‎：‎65/90/115/140/165（+魔力の50%）,60/90/120/150/180（+魔力の60%）
patch13.22,ブライアー,Q - ヘッドラッシュ,物理ダメージ,‎：‎60/100/140/180/220（+増加攻撃力の80%）,60/95/130/165/200（+増加攻撃力の80%）
patch13.22,ブライアー,Q - ヘッドラッシュ,物理防御低下率,‎：‎10/14/18/22/26%,10/12.5/15/17.5/20%
patch13.22,ブライアー,R - 迫りくる死,物理ダメージ,‎：‎150/325/500（+増加攻撃力の110%）（+魔力の110%）,150/300/450（+増加攻撃力の75%）（+増加魔力の110%）
patch13.22,ドクター・ムンド,E - 野蛮な痛み,自動効果の増加攻撃力,‎：‎2/2.25/2.5/2.75/3%,2/2.35/2.7/3.05/3.4%
patch13.22,グラガス,E - ボディスラム,命中時のクールダウン短縮量,‎：‎3秒,残りクールダウンの40%
patch13.22,グラガス,E - ボディスラム,実際の短縮量を計算しておきました！‎,‎：‎3秒,5.6/5.4/5.2/5/4.8秒、スキルヘイストに応じてさらに短縮
patch13.22,グラガス,R - ワシの奢りじゃ！,指定地点までの到達時間,‎：‎0.55秒,0.5秒
patch13.22,グレイブス,E - クイックドロー,スタックごとの増加物理防御,‎：‎4/7/10/13/16,2/5/8/11/14
patch13.22,ジャンナ,基本ステータス,射程距離,‎：‎500,550
patch13.22,ジャンナ,基本ステータス,基本マナ,‎：‎350,360
patch13.22,ジャンナ,基本ステータス,レベルアップごとのマナ,‎：‎64,50
patch13.22,ジャンナ,基本ステータス,レベルアップごとの体力,‎：‎84,90
patch13.22,ジャンナ,基本ステータス,レベルアップごとの物理防御,‎：‎5,4.5
patch13.22,ジャンナ,基本ステータス,基本攻撃力,‎：‎52,47
patch13.22,ジャンナ,基本ステータス,レベルアップごとの攻撃力,‎：‎3,2.5
patch13.22,ジャンナ,基本ステータス,通常攻撃のワインドアップ,‎：‎22%,20%
patch13.22,ジャンナ,固有スキル - テイルウィンド,‎*削除*‎,,‎*削除*‎‎：味方チャンピオンに向かう際、移動速度が増加しないよう変更
patch13.22,ジャンナ,固有スキル - テイルウィンド,‎*NEW*‎,,‎*NEW*‎‎：ジャンナの通常攻撃とWが、自身の増加移動速度の20/25/30/35%（1/6/11/16）にあたる追加魔法ダメージを与える
patch13.22,ジャンナ,Q - ハウリングゲイル,マナコスト,‎：‎60/70/80/90/100,90/95/100/105/110
patch13.22,ジャンナ,Q - ハウリングゲイル,クールダウン,‎：‎12秒,14秒
patch13.22,ジャンナ,Q - ハウリングゲイル,最小ダメージ,‎：‎60/85/110/135/160（+魔力の35%）,55/90/125/160/195（+魔力の50%）
patch13.22,ジャンナ,Q - ハウリングゲイル,最大追加ダメージ,‎：‎45/60/75/90/105（+魔力の30%）,30/45/60/75/90（+魔力の30%）
patch13.22,ジャンナ,W - ゼファー,クールダウン,‎：‎12秒,9/8.5/8/7.5/7秒
patch13.22,ジャンナ,W - ゼファー,マナ,‎：‎50/60/70/80/90,50/55/60/65/70
patch13.22,ジャンナ,W - ゼファー,ダメージ,‎：‎80/110/140/170/200（+魔力の60%）,55/90/125/160/195（+魔力の60%）（+「テイルウィンド」の追加ダメージ）
patch13.22,ジャンナ,W - ゼファー,スロウ効果時間,‎：‎3秒,2秒
patch13.22,ジャンナ,W - ゼファー,‎*NEW*‎,,‎*NEW*‎‎：‎「ゼファー」の自動効果による増加移動速度が、クールダウン中に消滅しないよう変更
patch13.22,ジャンナ,E - ストームブレス,クールダウン,‎：‎15/13.5/12/10.5/9秒,16/15/14/13/12秒
patch13.22,ジャンナ,E - ストームブレス,マナ,‎：‎70/80/90/100/110,70/75/80/85/90
patch13.22,ジャンナ,E - ストームブレス,シールド量,‎：‎75/100/125/150/175（+魔力の55%）,80/115/150/185/220（+魔力の55%）
patch13.22,ジャンナ,E - ストームブレス,シールド効果時間,‎：‎5秒,4秒
patch13.22,ジャンナ,E - ストームブレス,‎*削除*‎,,‎*削除*‎‎：シールドが徐々に減衰しないよう変更
patch13.22,ジャンナ,E - ストームブレス,‎*削除*‎,,‎*削除*‎‎：行動妨害効果を付与しても、体力回復効果とシールド量が増加しないよう変更
patch13.22,ジャンナ,E - ストームブレス,‎*NEW*‎,,‎*NEW*‎‎：スロウ/ノックアップ効果を付与すると、残りクールダウンの20%を短縮。スキルごとに1回のみ適用。
patch13.22,カ・サンテ,Q - 破撃のエントーフォ,最短詠唱時間に必要な増加体力,‎：‎1200,1600
patch13.22,カサディン,E - ヴォイドパルス,魔法ダメージ,‎：‎60/90/120/150/180（+魔力の85%）,60/90/120/150/180（+魔力の80%）‎
patch13.22,カサディン,R - リフトウォーク,‎0スタック時の魔法ダメージ,‎：‎70/90/110（+魔力の60%）（+最大マナの2%）,70/90/110（+魔力の50%）（+最大マナの2%）
patch13.22,ニーラ,Q - 形なき刃,増加攻撃速度,‎：‎10～60%（チャンピオンレベルに応じて）,10～50%（チャンピオンレベルに応じて）
patch13.22,ニーラ,R - アポテオシス,継続ダメージ,‎：‎60/120/180（+増加攻撃力の112%）,60/120/180（+増加攻撃力の80%）‎
patch13.22,ニーラ,R - アポテオシス,最大合計ダメージ,‎：‎185/345/505（+増加攻撃力の232%）,185/345/505（+増加攻撃力の200%）‎
patch13.22,ラムス,W - かたくなる,増加物理防御,‎：‎30（+合計物理防御の35/45/55/65/75%）,40（+合計物理防御の35/45/55/65/75%）
patch13.22,セナ,Q - ピアシングダークネス,ダメージ,‎：‎30/65/100/135/170（+増加攻撃力の50%）,30/60/90/120/150（+増加攻撃力の50%）
patch13.22,セナ,Q - ピアシングダークネス,体力回復量,‎：‎40/55/70/85/100（+増加攻撃力の30%）（+魔力の40%）（+脅威1ごとに1.6）,40/50/60/70/80（+増加攻撃力の30%）（+魔力の40%）（+脅威1ごとに1.6）
patch13.22,セラフィーン,固有スキル - ステージプレゼンス,‎「ノート」ごとのダメージ,‎：‎4/8/14/25（チャンピオンレベルに応じて）（+魔力の7%）,5/10/18/30（チャンピオンレベルに応じて）（+魔力の5%）
patch13.22,セラフィーン,Q - ハイノート,クールダウン,‎：‎9/8/7/6/5秒,10/8.75/7.5/6.25/5秒
patch13.22,セラフィーン,W - サラウンドサウンド,シールド量,‎：‎50/75/100/125/150（+魔力の25%）,50/75/100/125/150（+魔力の20%）‎
patch13.22,タム・ケンチ,固有スキル - 舌慣らし,追加魔法ダメージ,‎：‎6～48（チャンピオンレベルに応じて）（+増加体力100ごとに魔力の2%）（+増加体力の5%）,6～48（チャンピオンレベルに応じて）（+増加体力100ごとに魔力の2%）（+増加体力の4%）‎
patch13.22,ジグス,基本ステータス,基本物理防御,‎：‎22,18
patch13.22,ジグス,基本ステータス,通常攻撃のフレーム,‎：‎20.8%,20%
patch13.22,アーリ,基本ステータス,通常攻撃のワインドアップ,‎：‎20.1%,20%
patch13.22,アーリ,基本ステータス,攻撃速度反映率,‎：‎0.668,0.625
patch13.22,アーリ,基本ステータス,基本攻撃速度,,基本攻撃速度‎：‎0.668（変更なし）
patch13.22,アーリ,基本ステータス,レベルアップごとの攻撃速度,‎：‎2%,2.2%
patch13.22,アニビア,基本ステータス,基本攻撃速度,‎：‎0.625,0.658
patch13.22,アニー,基本ステータス,基本攻撃速度,‎：‎0.579,0.61
patch13.22,アニー,基本ステータス,攻撃速度反映率,‎：‎0.579,0.625
patch13.22,アニー,基本ステータス,通常攻撃の弾速,‎：‎1200,1500
patch13.22,カシオペア,基本ステータス,通常攻撃の弾速,‎：‎1200,1500
patch13.22,ハイマーディンガー,基本ステータス,基本攻撃速度,‎：‎0.625,0.658
patch13.22,ハイマーディンガー,基本ステータス,通常攻撃のワインドアップ,‎：‎20.1%,20%
patch13.22,アイバーン,基本ステータス,通常攻撃のワインドアップ,‎：‎23%,20%
patch13.22,アイバーン,基本ステータス,通常攻撃のアニメーション,,通常攻撃のアニメーション‎：標準の通常攻撃の25%および通常攻撃がクリティカルなった際に使用されていた代替アニメーションを復元
patch13.22,カーサス,基本ステータス,通常攻撃の弾速,‎：‎1200,1500
patch13.22,ルブラン,基本ステータス,基本攻撃速度,‎：‎0.625,0.658
patch13.22,ルブラン,基本ステータス,攻撃速度反映率,‎：‎0.4,0.625
patch13.22,ルブラン,基本ステータス,レベルアップごとの攻撃速度,‎：‎2.2%,1.5%
patch13.22,リサンドラ,基本ステータス,レベルアップごとの攻撃速度,‎：‎1.36%,1.5%
patch13.22,ニーコ,基本ステータス,通常攻撃のワインドアップ,‎：‎21.5%,20%
patch13.22,オリアナ,基本ステータス,通常攻撃の弾速,‎：‎1450,1500
patch13.22,ランブル,基本ステータス,通常攻撃のワインドアップ,‎：‎22.9%,20%
patch13.22,ライズ,基本ステータス,基本攻撃速度,‎：‎0.625,0.658
patch13.22,シンジド,基本ステータス,基本攻撃速度,‎：‎0.613,0.625
patch13.22,シンジド,基本ステータス,攻撃速度反映率,‎：‎0.613,0.625
patch13.22,シンジド,基本ステータス,通常攻撃のワインドアップ,‎：‎23.6%,20%
patch13.22,シンドラ,基本ステータス,基本攻撃速度,‎：‎0.625,0.658
patch13.22,タリヤ,基本ステータス,基本攻撃速度,‎：‎0.625,0.658
patch13.22,ティーモ,基本ステータス,通常攻撃の弾速,‎：‎1300,1500
patch13.22,ティーモ,基本ステータス,通常攻撃のワインドアップ,‎：‎21.6%,20%
patch13.22,ツイステッド・フェイト,基本ステータス,通常攻撃のワインドアップ,‎：‎24.4%,20%
patch13.22,ベイガー,基本ステータス,通常攻撃の弾速,‎：‎1100,1500
patch13.22,ヴェル＝コズ,基本ステータス,基本攻撃速度,‎：‎0.625,0.643（円周率の23～25桁）
patch13.22,ヴェル＝コズ,基本ステータス,レベルアップごとの攻撃速度,：1.36%,1.59%（円周率の4～6桁）
patch13.22,ゼラス,基本ステータス,通常攻撃フレーム,‎：‎25.1%,20%
patch13.22,ゼラス,基本ステータス,基本攻撃速度,‎：‎0.625,0.658
patch13.22,ゼラス,基本ステータス,通常攻撃のアニメーション,,通常攻撃のアニメーション‎：両方の攻撃アニメーションを75/25%ではなく、等しく利用するように
patch13.22,ジリアン‎：,基本ステータス,通常攻撃の弾速,‎：‎1200,1500
patch13.22,ジリアン‎：,基本ステータス,基本攻撃速度,‎：‎0.625,0.658
patch13.22,ゾーイ,基本ステータス,基本攻撃速度,‎：‎0.625,0.658
patch13.22,ゾーイ,強化,リリア,‎：被ダメージ：‎110%,105%
patch13.22,ゾーイ,強化,アフェリオス,‎：被ダメージ：‎100%,95%
patch13.22,ゾーイ,弱体化,カ・サンテ,‎：被ダメージ：‎90%,95%
patch13.22,ゾーイ,弱体化,トリンダメア,‎：体力回復量：‎140%,135%
patch13.22,ゾーイ,イベント,バード,,バード‎：チャイムの出現頻度が上昇‎（最初に30秒経過時点で出現、その後は20秒ごとに新たなチャイムが2つ出現）
patch13.22,ゾーイ,イベント,ブリッツクランク,,ブリッツクランク‎：与ダメージ +5%
patch13.22,ゾーイ,イベント,レク＝サイ,,レク＝サイ‎：与ダメージ +5%、被ダメージ -10%
patch13.22,ゾーイ,イベント,‎「ロッド オブ エイジス」のスタック獲得,‎：‎60秒,30秒
patch13.22,ゾーイ,強化,バード,,バード‎：チャイムの出現頻度が上昇‎（最初に30秒経過時点で出現、その後は20秒ごとに新たなチャイムが2つ出現）
patch13.22,ゾーイ,強化,ブリッツクランク,,ブリッツクランク‎：与ダメージ +5%
patch13.22,ゾーイ,強化,レク＝サイ,,レク＝サイ‎：与ダメージ +5%、被ダメージ -10%
patch13.22,ゾーイ,強化,‎「ロッド オブ エイジス」のスタック獲得,‎：‎60秒,30秒
patch13.22,ゾーイ,弱体化,ブランド,‎：被ダメージ +5%,+8%
patch13.22,ゾーイ,弱体化,モルガナ,,モルガナ‎：与ダメージ -5%
patch13.22,ゾーイ,弱体化,サイオン,,サイオン‎：被ダメージ：+5%
patch13.22,ゾーイ,弱体化,ティーモ,,ティーモ‎：与ダメージ -5%、被ダメージ +5%
